,movie,location,year,year_group,latitude,longitude
227,Whipped (2000),"Madison Square Park, Madison Avenue and East 25th Street, Manhattan.",2000,2000s,40.7421402,-73.9870617
228,Whiplash (2014),"Alpine Cinema, 6817 5th Avenue and Bay Ridge Avenue, Brooklyn.",2014,2010s,40.626361,-74.008299
229,While We're Young (2014),"Decatur Street and Tompkins Avenue, Brooklyn.",2014,2010s,40.6803165,-73.943302
230,While We're Young (2014),"Park Avenue and East 48th Street, Manhattan.",2014,2010s,40.7559159,-73.974807
231,While We're Young (2014),"Gramercy Park South and Gramercy Park West, Manhattan.",2014,2010s,40.7379273,-73.9868586
232,While We're Young (2014),"Lincoln Center, 10 Lincoln Center Plaza, Manhattan.",2014,2010s,40.7830603,-73.9712488
233,While We're Young (2014),"Time Warner Center, 10 Columbus Circle and Broadway, Manhattan.",2014,2010s,40.759011,-73.9844722
234,Where God Left His Shoes (2007),"Washington Square Gardens, Greenwich Village, Manhattan.",2007,2000s,40.7314658,-73.9970956
235,Where God Left His Shoes (2007),5th Avenue (btw East 49th and 50th Streets) Manhattan.,2007,2000s,40.7627781,-73.9872089
236,Where God Left His Shoes (2007),"Hester Street and Mulberry Street, Manhattan.",2007,2000s,40.7181644,-73.9979454
237,When Will I Be Loved? (2004),"Times Square, Manhattan.",2004,2000s,40.759011,-73.9844722
238,When Will I Be Loved? (2004),"Barnard College, 3009 Broadway and West 117th Street, Manhattan.",2004,2000s,40.8042026,-73.9527445
239,When Will I Be Loved? (2004),"West 116th Street and Broadway, Manhattan.",2004,2000s,40.8080586,-73.9640084
240,When Will I Be Loved? (2004),"177 Perry Street and West Street, Manhattan.",2004,2000s,40.7345805,-74.0099991
241,When Will I Be Loved? (2004),"Greenwich Street and Perry Street, Manhattan.",2004,2000s,40.7349946,-74.0069935
242,When Will I Be Loved? (2004),"Greenwich Street and Barrow Street, Manhattan.",2004,2000s,40.7317894,-74.0078129
243,When Will I Be Loved? (2004),"Greenwich Street and Barrow Street, Manhattan.",2004,2000s,40.7317894,-74.0078129
244,When in Rome (2010),"Guggenheim Museum, 1071 5th Avenue and East 89th Street, Manhattan.",2010,2010s,40.7798082,-73.9503372
245,When in Rome (2010),"Beth's Apartment, 28 West 76th Street and Central Park West, Manhattan.",2010,2010s,40.7828647,-73.9653551
246,When in Rome (2010),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2010,2010s,40.7775456,-73.9750068
247,When in Rome (2010),"The Mall, Central Park, Manhattan.",2010,2010s,40.7723522,-73.9715901
248,When in Rome (2010),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2010,2010s,40.7787287,-73.9819095
249,When in Rome (2010),"Cherry Hill, Central Park, Manhattan.",2010,2010s,40.7748462,-73.9727014
250,When in Rome (2010),"Edwards Restaurant, 136 West Broadway and Thomas Street, Manhattan.",2010,2010s,40.7165408,-74.0066957
251,When in Rome (2010),"Merchant's Gate Fountain, Columbus Circle and Central Park West, Manhattan.",2010,2010s,40.7828647,-73.9653551
252,When in Rome (2010),"East 83rd Street and Madison Avenue, Manhattan.",2010,2010s,40.7788867,-73.9602326
253,When in Rome (2010),"White Street and Broadway, Manhattan.",2010,2010s,40.718046,-74.0030525
254,When in Rome (2010),"Blackout Restaurant, 337 West Broadway and Grand Street, Manhattan.",2010,2010s,40.7208445,-74.0006554
255,When Harry Tries to Marry (2011),"26 New Dock St, Brooklyn.",2011,2010s,40.7037973,-73.9933534
256,When Harry Tries to Marry (2011),"Brooklyn Bridge, Lower East Side, Manhattan.",2011,2010s,40.7047531,-73.9953261
257,When Harry Tries to Marry (2011),"Pace University, 161 William Street and Spruce Street, Manhattan.",2011,2010s,45.8574113,-111.3244218
258,When Harry Met Sally (1989),"Washington Square Park, Greenwich Village, Manhattan.",1989,1980s,40.7308228,-73.997332
259,When Harry Met Sally (1989),"Loeb Boathouse, Central Park (btw 74th and 75th Street) Manhattan.",1989,1980s,40.7707563,-73.9569408
260,When Harry Met Sally (1989),"West 77th Street and Central Park West, Manhattan.",1989,1980s,40.7794904,-73.9735866
261,When Harry Met Sally (1989),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",1989,1980s,40.7187313,-73.9890522
262,When Harry Met Sally (1989),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1989,1980s,40.7752992,-73.9536403
263,When Harry Met Sally (1989),"Washington Square Gardens, Greenwich Village, Manhattan.",1989,1980s,40.7314658,-73.9970956
264,When Harry Met Sally (1989),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1989,1980s,40.7787287,-73.9819095
265,When Harry Met Sally (1989),"Jess & Marie Brownstone, 32 West 89th Street and Central Park West, Manhattan.",1989,1980s,40.7828647,-73.9653551
266,When Harry Met Sally (1989),"West 96th Street and Broadway, Manhattan.",1989,1980s,40.794624,-73.9716694
267,When Harry Met Sally (1989),"Cafe Luxembourg, 200 West 70th Street and Amsterdam Avenue, Manhattan.",1989,1980s,40.8134133,-73.9562303
268,When Harry Met Sally (1989),West Broadway (btw Prince Street and West Houston Street) Manhattan.,1989,1980s,40.7280788,-74.0029707
269,What Maisie Knew (2012),"Downing Street and 6th Avenue, Manhattan.",2012,2010s,40.7296786,-74.0022218
270,What Maisie Knew (2012),"Elisabeth Irwin High School, 276 6th Avenue and Bleecker Street, Manhattan.",2012,2010s,40.7287995,-74.0004449
271,What Maisie Knew (2012),"6th Avenue and Bleecker Street, Manhattan.",2012,2010s,40.7297345,-74.002187
272,What Maisie Knew (2012),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",2012,2010s,40.7707563,-73.9569408
273,What Maisie Knew (2012),"Hudson Street and West 11th Street, Manhattan.",2012,2010s,40.7358441,-74.0059769
274,What Maisie Knew (2012),"High Line, 10th Avenue and West 17th Street, Manhattan.",2012,2010s,40.7416646,-74.0011315
275,What Maisie Knew (2012),"Gapstow Bridge, Central Park, Manhattan.",2012,2010s,40.7669254,-73.9737939
276,What Maisie Knew (2012),"Pond (Near Gapstow Bridge) Central Park, Manhattan.",2012,2010s,40.7669254,-73.9737939
277,Whatever Works (2009),"Cafe Vivaldi, 32 Jones Street and Bleecker Street, Manhattan.",2009,2000s,40.7287995,-74.0004449
278,Whatever Works (2009),"Yonah Schimmel's Bakery, 137 E Houston Street and Forsyth Street, Manhattan.",2009,2000s,40.7188482,-73.9925927
279,Whatever Works (2009),"Battery Park, Manhattan.",2009,2000s,40.7032775,-74.0170279
280,Whatever Works (2009),"East 10th Street and Stuyvesant Street, Manhattan.",2009,2000s,40.7300711,-73.9875443
281,Whatever Works (2009),"Courthouse, 1 Centre Street, Manhattan.",2009,2000s,40.7168285,-74.0014401
282,Whatever Works (2009),1st Avenue and East 43rd Street (near United Nations Plaza) Manhattan.,2009,2000s,40.7505781,-73.9685495
283,Whatever Works (2009),"Times Square, Manhattan.",2009,2000s,40.759011,-73.9844722
284,West 32nd (2007),West 32nd Street (btw 5th and 6th Avenue) Manhattan.,2007,2000s,40.7428095,-73.992866
285,West Side Story (1961),"Playground, 110th Street (btw 2nd and 3rd Avenues) Manhattan.",1961,1960s,40.7830603,-73.9712488
286,West Side Story (1961),110th Street (btw 2nd and 3rd Avenues) Manhattan.,1961,1960s,40.7830603,-73.9712488
287,We Own the Night (2007),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",2007,2000s,40.7187313,-73.9890522
288,We'll Take Manhattan (2012),"The St. Regis Hotel, 2 East 55th Street and 5th Avenue, Manhattan.",2012,2010s,40.774734,-73.9653844
289,We'll Take Manhattan (2012),"Radio City Music Hall, 1260 6th Avenue and West 50th Street, Manhattan.",2012,2010s,40.7627781,-73.9872089
290,We'll Take Manhattan (2012),"Empire Diner, 210 10th Avenue and West 22nd Street, Manhattan.",2012,2010s,40.7446311,-73.9989763
291,We'll Take Manhattan (2012),"New York Public Library, 5th Avenue and East 42nd Street, Manhattan.",2012,2010s,40.7127837,-74.0059413
292,We'll Take Manhattan (2012),"Chambers Street and Centre Street, Manhattan.",2012,2010s,40.7131335,-74.0040497
293,We'll Take Manhattan (2012),"Saks Department Store, 5th Avenue and East 50th Street, Manhattan.",2012,2010s,40.7558356,-73.970781
294,We'll Take Manhattan (2012),"East 41st Street and 1st Avenue, Manhattan.",2012,2010s,40.7481328,-73.9701976
295,We'll Take Manhattan (2012),"East 41st Street and Tudor City Place, Manhattan.",2012,2010s,40.748407,-73.970937
296,We'll Take Manhattan (2012),5th Avenue (btw East 56th and 57th Street) Manhattan.,2012,2010s,40.76729,-73.9841856
297,We'll Take Manhattan (2012),"Central Park South and 5th Avenue, Manhattan.",2012,2010s,40.7642832,-73.9730166
298,We'll Take Manhattan (2012),"Brooklyn Bridge, Lower East Side, Manhattan.",2012,2010s,40.7047531,-73.9953261
299,We'll Take Manhattan (2012),"Gay Street and Waverly Place, Manhattan.",2012,2010s,40.7332487,-74.0007158
300,We'll Take Manhattan (2012),"Tudor City, Tudor City Place and East 42nd Street, Manhattan.",2012,2010s,40.7488831,-73.970568
301,Welcome to New York (2014),"Carlton Hotel, 88 Madison Avenue and East 28th Street, Manhattan.",2014,2010s,40.7426414,-73.9824624
302,Welcome to New York (2014),Franklin Street (btw Hudson and Varick Streets) Manhattan.,2014,2010s,40.7239109,-74.0060534
303,Welcome to New York (2014),"Apartment, 153 Franklin Street (btw Hudson and Varick Streets) Manhattan.",2014,2010s,40.7239109,-74.0060534
304,Welcome to New York (2014),"JFK International Airport, Queens.",2014,2010s,40.6413111,-73.7781391
305,Week-End at the Waldorf (1945),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",1945,1940s,40.7558356,-73.970781
306,Weekend at Bernie's 2 (1993),"Maxim's Restaurant, 680 Madison Avenue and East 61st Street, Manhattan.",1993,1990s,40.7628086,-73.965688
307,Weekend at Bernie's 2 (1993),"Times Square, Manhattan.",1993,1990s,40.759011,-73.9844722
308,Weekend at Bernie's 2 (1993),"Larry & Richard's Workplace, 375 Park Avenue and East 52nd Street, Manhattan.",1993,1990s,40.7570903,-73.9698771
309,Weekend at Bernie's (1989),"Central Park West and 72nd Street, Manhattan.",1989,1980s,40.7762315,-73.9759697
310,Weekend at Bernie's (1989),"Gapstow Bridge, Central Park, Manhattan.",1989,1980s,40.7669254,-73.9737939
311,Weekend at Bernie's (1989),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1989,1980s,40.7707563,-73.9569408
312,Weekend at Bernie's (1989),"Park Avenue and East 52nd Street, Manhattan.",1989,1980s,40.7583897,-73.9729519
313,The Wedding Date (2005),"Kat's Apartment, 79 Jane Street (btw Washingston & Greenwich Street) Manhattan.",2005,2000s,40.7227909,-74.0096582
314,The Wedding Date (2005),"Irving Place and East 19th Street, Manhattan.",2005,2000s,40.737027,-73.9865473
315,The Wedding Date (2005),"Nick's Apartment, 115 East 19th Street and Irving Place, Manhattan.",2005,2000s,40.7358757,-73.9874033
316,The Wedding Banquet (1993),"Brooklyn Bridge, Lower East Side, Manhattan.",1993,1990s,40.7047531,-73.9953261
317,The Wedding Banquet (1993),"Water Edge Restaurant, 4-01 44th Drive, Queens.",1993,1990s,40.7498133,-73.9553309
318,W.E. (2011),"Sotheby's, 1334 York Avenue and East 71st Street, Manhattan.",2011,2010s,40.7681348,-73.9588894
319,W.E. (2011),"Sant Ambroeus Restaurant, 1000 Madison Avenue and East 78th Street, Manhattan.",2011,2010s,40.7726606,-73.9555581
320,W.E. (2011),"East 90th Street and Park Avenue, Manhattan.",2011,2010s,40.7827834,-73.9554259
321,W.E. (2011),"Wally's Apartment, 1111 Park Avenue and East 90th Street, Manhattan.",2011,2010s,40.7809378,-73.9510524
322,W.E. (2011),"Broadway and Havemeyer Street, Brooklyn.",2011,2010s,40.7088852,-73.9592864
323,W.E. (2011),"The Mall, Central Park, Manhattan.",2011,2010s,40.7723522,-73.9715901
324,w Delta z (2007),"West Street and Greenpoint Avenue, Brooklyn.",2007,2000s,40.7297108,-73.9592533
325,w Delta z (2007),"Kent Avenue and South 2nd Street, Brooklyn.",2007,2000s,40.7147304,-73.9667693
326,The Way We Were (1973),"Boating Lake (btw East 74th and 75th Street) Central Park, Manhattan.",1973,1970s,40.7803414,-73.9796591
327,The Way We Were (1973),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1973,1970s,40.7828647,-73.9653551
328,The Warriors (1979),"72nd Street Subway Station, West 72nd and Broadway, Manhattan.",1979,1970s,40.759011,-73.9844722
329,The Warriors (1979),"West 100th Street and Riverside Drive, Manhattan.",1979,1970s,40.7985788,-73.9731805
330,The Warriors (1979),"Fireman's Monument, Riverside Drive and West 100th Street, Manhattan.",1979,1970s,40.7961178,-73.9670961
331,The Warriors (1979),"Riverside Park, Manhattan.",1979,1970s,40.8012339,-73.9723096
332,What Happens in Vegas (2008),"Mason's Apartment, 45 Wall Street and William Street, Manhattan.",2008,2000s,40.7078285,-74.0081598
333,What Happens in Vegas (2008),"Subway, Broad Street and Wall Street, Manhattan.",2008,2000s,40.7060006,-74.008801
334,What Happens in Vegas (2008),"The Fuller's Apartment, 19 Old Fulton Street & Water Street, Brooklyn.",2008,2000s,42.1072755,-84.2469113
335,What Happens in Vegas (2008),"New York County Supreme Court, 60 Centre Street, Manhattan.",2008,2000s,40.7143245,-74.0014732
336,What Happens in Vegas (2008),"26 New Dock St, Brooklyn.",2008,2000s,40.7037973,-73.9933534
337,What Happens in Vegas (2008),"Marriage Counselling Office, 19 Gramercy Park & East 20th Street, Manhattan.",2008,2000s,40.7359972,-73.9822652
338,What Happens in Vegas (2008),"Joy's Workplace, New York Mercantile Exchange, 1 North End Avenue, Manhattan.",2008,2000s,40.7145187,-74.0168514
339,What Happens in Vegas (2008),"(Near Brooklyn Ice Cream Factory) 1 Water Street, Brooklyn.",2008,2000s,40.703195,-73.9947228
340,What Happens in Vegas (2008),Pearl Street (btw Plymouth Street and Water Street) Brooklyn.,2008,2000s,42.1072755,-84.2469113
341,Wanderlust (2012),"Estate Agent, 416 Bleecker Street and Bank Street, Manhattan.",2012,2010s,40.7365564,-74.0058348
342,Wanderlust (2012),"Linda's Apartment, 10 Christopher Street and Gay Street, Manhattan.",2012,2010s,40.7336847,-74.0003888
343,Wanderlust (2012),"West 40th Street and 6th Avenue, Manhattan.",2012,2010s,40.753554,-73.985043
344,Wanderlust (2012),"6th Avenue and West 46th Street, Manhattan.",2012,2010s,40.7573947,-73.9822584
345,Wanderlust (2012),"HBO Offices, 1100 6th Avenue and East 42nd Street, Manhattan.",2012,2010s,40.750354,-73.9734633
346,Wall Street: Money Never Sleeps (2010),"Shia LaBeouf's Apartment, 31 West 21st Street (btw 5th & 6th Avenues) Manhattan.",2010,2010s,40.7830603,-73.9712488
347,Wall Street: Money Never Sleeps (2010),"BVLGARI Store, 730 5th Avenue and West 57th Street, Manhattan.",2010,2010s,40.76729,-73.9841856
348,Wall Street: Money Never Sleeps (2010),"Gordon's Apartment, 161 West 61st Street and Amsterdam Avenue, Manhattan.",2010,2010s,40.8134133,-73.9562303
349,Wall Street: Money Never Sleeps (2010),"Shun Lee Restaurant, 43 West 65th Street and Columbus Avenue, Manhattan.",2010,2010s,40.7854736,-73.9729361
350,Wall Street: Money Never Sleeps (2010),"Central Park Zoo, Central Park, Manhattan.",2010,2010s,40.7711329,-73.9741874
351,Wall Street: Money Never Sleeps (2010),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2010,2010s,40.7752992,-73.9536403
352,Wall Street: Money Never Sleeps (2010),"Winter Garden Atrium, World Financial Center, 220 Vesey Street, Manhattan.",2010,2010s,40.7132225,-74.0155468
353,Wall Street: Money Never Sleeps (2010),"Borders Bookstore, 100 Broadway and Pine Street, Manhattan.",2010,2010s,45.8573817,-111.3230019
354,Wall Street: Money Never Sleeps (2010),"Battery Park, Manhattan.",2010,2010s,40.7032775,-74.0170279
355,Wall Street: Money Never Sleeps (2010),"Winnie Gekko's Apartment, 41 Charlton Street and 6th Avenue, Manhattan.",2010,2010s,40.7428095,-73.992866
356,Wall Street (1987),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",1987,1980s,40.7428095,-73.992866
357,Wall Street (1987),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1987,1980s,40.767812,-73.962014
358,Wall Street (1987),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,1987,1980s,40.7665612,-73.9629317
359,Wall Street (1987),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1987,1980s,40.7830603,-73.9712488
360,A Walk Among the Tombstones (2014),West 181st Street (btw Cabrini Blvd and Pinehurst Avenue) Washington Heights.,2014,2010s,40.8514908,-73.9391197
361,A Walk Among the Tombstones (2014),"Alleyway, West 187th Street (btw Fort Washington Avenue & Overlook Terrace) Washington Heights.",2014,2010s,40.8549486,-73.9360256
362,A Walk Among the Tombstones (2014),"Green-Wood Cemetery, Crescent Water, Brooklyn.",2014,2010s,40.6781784,-73.9441579
363,A Walk Among the Tombstones (2014),"5th Avenue and 25th Street, Brooklyn.",2014,2010s,40.6591068,-73.9957525
364,A Walk Among the Tombstones (2014),"1961 Beverley Road and Ocean Avenue, Ditmas Park, Brooklyn.",2014,2010s,40.644851,-73.9600227
365,The Walk (2015),"Montréal, Québec, Canada.",2015,2010s,45.5016889,-73.567256
366,Wait Until Dark (1967),"Susie's Apartment, 5 St. Luke's Place and Hudson Street, Manhattan.",1967,1960s,40.7280616,-74.007204
367,The Wackness (2008),"The Mall, Central Park, Manhattan.",2008,2000s,40.7723522,-73.9715901
368,The Wackness (2008),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2008,2000s,40.7787287,-73.9819095
369,The Visitor (2007),"Walter Vale's Apartment, 63 St Marks Place and 1st Avenue, Manhattan.",2007,2000s,40.7229941,-73.9885251
370,The Visitor (2007),"2nd Avenue and East 6th Street, East Village, Manhattan.",2007,2000s,40.727382,-73.9885461
371,The Visitor (2007),"New York University Kimmel Center, Washington Square South, Manhattan.",2007,2000s,40.7303442,-73.9981945
372,The Visitor (2007),"Washington Square Gardens, Greenwich Village, Manhattan.",2007,2000s,40.7314658,-73.9970956
373,The Visitor (2007),"Yatagan Kebab House, 104 MacDougal Street and Bleecker Street, Manhattan.",2007,2000s,40.7287995,-74.0004449
374,The Visitor (2007),"The Mall, Central Park, Manhattan.",2007,2000s,40.7723522,-73.9715901
375,The Visitor (2007),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2007,2000s,40.767812,-73.962014
