,movie,location,year,year_group
287,We Own the Night (2007),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",2007,2000s
288,We'll Take Manhattan (2012),"The St. Regis Hotel, 2 East 55th Street and 5th Avenue, Manhattan.",2012,2010s
289,We'll Take Manhattan (2012),"Radio City Music Hall, 1260 6th Avenue and West 50th Street, Manhattan.",2012,2010s
290,We'll Take Manhattan (2012),"Empire Diner, 210 10th Avenue and West 22nd Street, Manhattan.",2012,2010s
291,We'll Take Manhattan (2012),"New York Public Library, 5th Avenue and East 42nd Street, Manhattan.",2012,2010s
292,We'll Take Manhattan (2012),"Chambers Street and Centre Street, Manhattan.",2012,2010s
293,We'll Take Manhattan (2012),"Saks Department Store, 5th Avenue and East 50th Street, Manhattan.",2012,2010s
294,We'll Take Manhattan (2012),"East 41st Street and 1st Avenue, Manhattan.",2012,2010s
295,We'll Take Manhattan (2012),"East 41st Street and Tudor City Place, Manhattan.",2012,2010s
296,We'll Take Manhattan (2012),5th Avenue (btw East 56th and 57th Street) Manhattan.,2012,2010s
297,We'll Take Manhattan (2012),"Central Park South and 5th Avenue, Manhattan.",2012,2010s
298,We'll Take Manhattan (2012),"Brooklyn Bridge, Lower East Side, Manhattan.",2012,2010s
299,We'll Take Manhattan (2012),"Gay Street and Waverly Place, Manhattan.",2012,2010s
300,We'll Take Manhattan (2012),"Tudor City, Tudor City Place and East 42nd Street, Manhattan.",2012,2010s
301,Welcome to New York (2014),"Carlton Hotel, 88 Madison Avenue and East 28th Street, Manhattan.",2014,2010s
302,Welcome to New York (2014),Franklin Street (btw Hudson and Varick Streets) Manhattan.,2014,2010s
303,Welcome to New York (2014),"Apartment, 153 Franklin Street (btw Hudson and Varick Streets) Manhattan.",2014,2010s
304,Welcome to New York (2014),"JFK International Airport, Queens.",2014,2010s
305,Week-End at the Waldorf (1945),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",1945,1940s
306,Weekend at Bernie's 2 (1993),"Maxim's Restaurant, 680 Madison Avenue and East 61st Street, Manhattan.",1993,1990s
307,Weekend at Bernie's 2 (1993),"Times Square, Manhattan.",1993,1990s
308,Weekend at Bernie's 2 (1993),"Larry & Richard's Workplace, 375 Park Avenue and East 52nd Street, Manhattan.",1993,1990s
309,Weekend at Bernie's (1989),"Central Park West and 72nd Street, Manhattan.",1989,1980s
310,Weekend at Bernie's (1989),"Gapstow Bridge, Central Park, Manhattan.",1989,1980s
311,Weekend at Bernie's (1989),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",1989,1980s
312,Weekend at Bernie's (1989),"Park Avenue and East 52nd Street, Manhattan.",1989,1980s
313,The Wedding Date (2005),"Kat's Apartment, 79 Jane Street (btw Washingston & Greenwich Street) Manhattan.",2005,2000s
314,The Wedding Date (2005),"Irving Place and East 19th Street, Manhattan.",2005,2000s
315,The Wedding Date (2005),"Nick's Apartment, 115 East 19th Street and Irving Place, Manhattan.",2005,2000s
316,The Wedding Banquet (1993),"Brooklyn Bridge, Lower East Side, Manhattan.",1993,1990s
317,The Wedding Banquet (1993),"Water Edge Restaurant, 4-01 44th Drive, Queens.",1993,1990s
318,W.E. (2011),"Sotheby's, 1334 York Avenue and East 71st Street, Manhattan.",2011,2010s
319,W.E. (2011),"Sant Ambroeus Restaurant, 1000 Madison Avenue and East 78th Street, Manhattan.",2011,2010s
320,W.E. (2011),"East 90th Street and Park Avenue, Manhattan.",2011,2010s
321,W.E. (2011),"Wally's Apartment, 1111 Park Avenue and East 90th Street, Manhattan.",2011,2010s
322,W.E. (2011),"Broadway and Havemeyer Street, Brooklyn.",2011,2010s
323,W.E. (2011),"The Mall, Central Park, Manhattan.",2011,2010s
324,w Delta z (2007),"West Street and Greenpoint Avenue, Brooklyn.",2007,2000s
325,w Delta z (2007),"Kent Avenue and South 2nd Street, Brooklyn.",2007,2000s
326,The Way We Were (1973),"Boating Lake (btw East 74th and 75th Street) Central Park, Manhattan.",1973,1970s
327,The Way We Were (1973),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1973,1970s
328,The Warriors (1979),"72nd Street Subway Station, West 72nd and Broadway, Manhattan.",1979,1970s
329,The Warriors (1979),"West 100th Street and Riverside Drive, Manhattan.",1979,1970s
330,The Warriors (1979),"Fireman's Monument, Riverside Drive and West 100th Street, Manhattan.",1979,1970s
331,The Warriors (1979),"Riverside Park, Manhattan.",1979,1970s
332,What Happens in Vegas (2008),"Mason's Apartment, 45 Wall Street and William Street, Manhattan.",2008,2000s
333,What Happens in Vegas (2008),"Subway, Broad Street and Wall Street, Manhattan.",2008,2000s
334,What Happens in Vegas (2008),"The Fuller's Apartment, 19 Old Fulton Street & Water Street, Brooklyn.",2008,2000s
335,What Happens in Vegas (2008),"New York County Supreme Court, 60 Centre Street, Manhattan.",2008,2000s
336,What Happens in Vegas (2008),"26 New Dock St, Brooklyn.",2008,2000s
337,What Happens in Vegas (2008),"Marriage Counselling Office, 19 Gramercy Park & East 20th Street, Manhattan.",2008,2000s
338,What Happens in Vegas (2008),"Joy's Workplace, New York Mercantile Exchange, 1 North End Avenue, Manhattan.",2008,2000s
339,What Happens in Vegas (2008),"(Near Brooklyn Ice Cream Factory) 1 Water Street, Brooklyn.",2008,2000s
340,What Happens in Vegas (2008),Pearl Street (btw Plymouth Street and Water Street) Brooklyn.,2008,2000s
341,Wanderlust (2012),"Estate Agent, 416 Bleecker Street and Bank Street, Manhattan.",2012,2010s
342,Wanderlust (2012),"Linda's Apartment, 10 Christopher Street and Gay Street, Manhattan.",2012,2010s
343,Wanderlust (2012),"West 40th Street and 6th Avenue, Manhattan.",2012,2010s
344,Wanderlust (2012),"6th Avenue and West 46th Street, Manhattan.",2012,2010s
345,Wanderlust (2012),"HBO Offices, 1100 6th Avenue and East 42nd Street, Manhattan.",2012,2010s
346,Wall Street: Money Never Sleeps (2010),"Shia LaBeouf's Apartment, 31 West 21st Street (btw 5th & 6th Avenues) Manhattan.",2010,2010s
347,Wall Street: Money Never Sleeps (2010),"BVLGARI Store, 730 5th Avenue and West 57th Street, Manhattan.",2010,2010s
348,Wall Street: Money Never Sleeps (2010),"Gordon's Apartment, 161 West 61st Street and Amsterdam Avenue, Manhattan.",2010,2010s
349,Wall Street: Money Never Sleeps (2010),"Shun Lee Restaurant, 43 West 65th Street and Columbus Avenue, Manhattan.",2010,2010s
350,Wall Street: Money Never Sleeps (2010),"Central Park Zoo, Central Park, Manhattan.",2010,2010s
351,Wall Street: Money Never Sleeps (2010),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2010,2010s
352,Wall Street: Money Never Sleeps (2010),"Winter Garden Atrium, World Financial Center, 220 Vesey Street, Manhattan.",2010,2010s
353,Wall Street: Money Never Sleeps (2010),"Borders Bookstore, 100 Broadway and Pine Street, Manhattan.",2010,2010s
354,Wall Street: Money Never Sleeps (2010),"Battery Park, Manhattan.",2010,2010s
355,Wall Street: Money Never Sleeps (2010),"Winnie Gekko's Apartment, 41 Charlton Street and 6th Avenue, Manhattan.",2010,2010s
356,Wall Street (1987),"21 Club, 21 West 52nd Street (btw 5th and 6th Avenue) Manhattan.",1987,1980s
357,Wall Street (1987),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1987,1980s
358,Wall Street (1987),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,1987,1980s
359,Wall Street (1987),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1987,1980s
360,A Walk Among the Tombstones (2014),West 181st Street (btw Cabrini Blvd and Pinehurst Avenue) Washington Heights.,2014,2010s
361,A Walk Among the Tombstones (2014),"Alleyway, West 187th Street (btw Fort Washington Avenue & Overlook Terrace) Washington Heights.",2014,2010s
362,A Walk Among the Tombstones (2014),"Green-Wood Cemetery, Crescent Water, Brooklyn.",2014,2010s
363,A Walk Among the Tombstones (2014),"5th Avenue and 25th Street, Brooklyn.",2014,2010s
364,A Walk Among the Tombstones (2014),"1961 Beverley Road and Ocean Avenue, Ditmas Park, Brooklyn.",2014,2010s
365,The Walk (2015),"Montréal, Québec, Canada.",2015,2010s
366,Wait Until Dark (1967),"Susie's Apartment, 5 St. Luke's Place and Hudson Street, Manhattan.",1967,1960s
367,The Wackness (2008),"The Mall, Central Park, Manhattan.",2008,2000s
368,The Wackness (2008),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2008,2000s
369,The Visitor (2007),"Walter Vale's Apartment, 63 St Marks Place and 1st Avenue, Manhattan.",2007,2000s
370,The Visitor (2007),"2nd Avenue and East 6th Street, East Village, Manhattan.",2007,2000s
371,The Visitor (2007),"New York University Kimmel Center, Washington Square South, Manhattan.",2007,2000s
372,The Visitor (2007),"Washington Square Gardens, Greenwich Village, Manhattan.",2007,2000s
373,The Visitor (2007),"Yatagan Kebab House, 104 MacDougal Street and Bleecker Street, Manhattan.",2007,2000s
374,The Visitor (2007),"The Mall, Central Park, Manhattan.",2007,2000s
375,The Visitor (2007),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2007,2000s
376,The Visitor (2007),"Subway Station, Central Park West and West 72nd Street, Manhattan.",2007,2000s
377,The Visitor (2007),"Ametller Cafe, 35 Christopher Street and Stonewall Place, Manhattan.",2007,2000s
378,The Visitor (2007),"Staten Island Ferry, New York Harbour.",2007,2000s
379,The Visitor (2007),"Pink Pony Cafe, 176 Ludlow Street and Stanton Street, Manhattan.",2007,2000s
380,The Visitor (2007),"Majestic Theatre, 245 West 44th Street and 8th Avenue, Manhattan.",2007,2000s
381,The Visitor (2007),"Times Square, Manhattan.",2007,2000s
382,The Visitor (2007),"Hundred Acres Restaurant, 38 MacDougal Street and Prince Street, Manhattan.",2007,2000s
383,The Visitor (2007),"John F Kennedy International Airport, Queens.",2007,2000s
384,Violet and Daisy (2011),"West 160th Street & Fort Washington Avenue, Upper Manhattan.",2011,2010s
385,Violet and Daisy (2011),"46 Fort Washington Avenue & West 161st Street, Upper Manhattan.",2011,2010s
386,Violet and Daisy (2011),"West 160th Street & Fort Washington Avenue, Upper Manhattan.",2011,2010s
387,Violet and Daisy (2011),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",2011,2010s
388,Violet and Daisy (2011),"Trefoil Arch, Central Park (near 73rd Street) Manhattan.",2011,2010s
389,Violet and Daisy (2011),"26 New Dock Street, Brooklyn.",2011,2010s
390,Violet and Daisy (2011),"West 136th Street and Broadway, Upper Manhattan.",2011,2010s
391,Violet and Daisy (2011),"West 156th Street and Riverside Drive, Upper Manhattan.",2011,2010s
392,Violet and Daisy (2011),"Broome Street and Elizabeth Street, Manhattan.",2011,2010s
393,Vicky Cristina Barcelona (2008),"Pier 17, South Street Seaport, East River, Manhattan. ",2008,2000s
394,Spread (2009),"NY Waterway Ferry, East River, New York.",2009,2000s
395,Spread (2009),"60 White Street and Franklin Place, Manhattan.",2009,2000s
396,Spread (2009),White Street (btw Franklin Place and Church Street) Manhattan.,2009,2000s
397,Spread (2009),"Franklin Place and White Street, Manhattan.",2009,2000s
398,Veronika Decides to Die (2009),"Veronika’s Apartment, 20 Broadway and Kent Avenue, Brooklyn.",2009,2000s
399,Veronika Decides to Die (2009),Williamsburg Bridge.,2009,2000s
400,The Verdict (1982),"Vazac's Horseshoe Bar, 108 East 7th Street and Avenue B, Manhattan.",1982,1980s
401,Vanya on 42nd Street (1994),"New Amsterdam Theatre, 214 West 42nd Street and 7th Avenue, Manhattan.",1994,1990s
402,Vanilla Sky (2001),"David Aames Apartment, 1 West 72nd Street and Central Park West, Manhattan.",2001,2000s
403,Vanilla Sky (2001),"Driveway, West 73rd Street and Central Park West, Manhattan.",2001,2000s
404,Vanilla Sky (2001),"West 73rd Street and Central Park West, Manhattan.",2001,2000s
405,Vanilla Sky (2001),"Times Square, Manhattan.",2001,2000s
406,Vanilla Sky (2001),"Aames Publishing, 42 West 44th Street and 5th Avenue, Manhattan.",2001,2000s
407,Vanilla Sky (2001),"Sofia Serrano's Loft, 57 Jay Street and Water Street, Brooklyn.",2001,2000s
408,Vanilla Sky (2001),"Water Street and Jay Street, Brooklyn.",2001,2000s
409,Vanilla Sky (2001),Riverside Drive (between West 96th and 97th Streets) Manhattan.,2001,2000s
410,Vanilla Sky (2001),"Riverside Drive and West 96th Street, Manhattan.",2001,2000s
411,Vanilla Sky (2001),"The Mall, Central Park, Manhattan.",2001,2000s
412,Vanilla Sky (2001),"Subway, 7th Avenue South and Christopher Street, Manhattan.",2001,2000s
413,Vanilla Sky (2001),"Grove Street and West 4th Street, Manhattan.",2001,2000s
414,Vanilla Sky (2001),"Plymouth Street and Bridge Street, Brooklyn.",2001,2000s
415,Vanilla Sky (2001),"Bridge Street and Plymouth Street, Brooklyn.",2001,2000s
416,Vanilla Sky (2001),"Water Street and Jay Street, Brooklyn.",2001,2000s
417,Vanilla Sky (2001),12 East 57th Street (btw 5th Avenue and Madison Avenue) Manhattan.,2001,2000s
418,Vamps (2012),"Times Square, Manhattan.",2012,2010s
419,Vamps (2012),"Bleecker Bob's Records, 118 West 3rd Street and MacDougal Street, Manhattan.",2012,2010s
420,Vamps (2012),East 7th Street (btw 1st and 2nd Avenues) Manhattan.,2012,2010s
421,Vamps (2012),"The Girl’s Apartment, 63 East 7th Street (btw 1st and 2nd Avenues) Manhattan.",2012,2010s
422,Vampire's Kiss (1988),"Office, East 23rd Street (btw Madison Avenue and Park Avenue) Manhattan.",1988,1980s
423,Vampire's Kiss (1988),"Club, 20 7th Avenue South and St. Lukes Place, Manhattan.",1988,1980s
424,Vampire's Kiss (1988),"Munson Diner, 600 West 48th Street and 11th Avenue, Manhattan.",1988,1980s
425,Vampire's Kiss (1988),"Peter's Workplace, 51 Madison Avenue and East 26th Street, Manhattan.",1988,1980s
426,Vampire's Kiss (1988),"Magickal Childe, 35 West 19th Street (btw 5th & 6th Avenues) Manhattan.",1988,1980s
427,Vampire's Kiss (1988),"St. Nicholas Church, 288 East 10th Street and Avenue A, Manhattan.",1988,1980s
428,Vampire's Kiss (1988),"Nightclub, 220 12th Avenue (btw West 27th and 28th Street) Manhattan.",1988,1980s
429,Vampire's Kiss (1988),"Peter's Brownstone, 110 East 17th Street and Irving Place, Manhattan.",1988,1980s
430,The Usual Suspects (1995),"Law Offices, 175 5th Avenue (btw East 22nd and 23rd Street) Manhattan.",1995,1990s
431,Uptown Girls (2003),"Molly Gunn's Apartment, 2109 Broadway and West 73rd Street, Manhattan.",2003,2000s
432,Uptown Girls (2003),"Henri Bendel Department Store, 712 5th Avenue and West 56th Street, Manhattan.",2003,2000s
433,Uptown Girls (2003),"1st Avenue and East 83rd Street, Manhattan.",2003,2000s
434,Uptown Girls (2003),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2003,2000s
435,Uptown Girls (2003),"Stingy Lulu's Diner, 129 St Mark's Place and Avenue A, Manhattan.",2003,2000s
436,Uptown Girls (2003),"1001 5th Avenue and East 82nd Street, Manhattan.",2003,2000s
437,Uptown Girls (2003),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2003,2000s
438,Uptown Girls (2003),"Bow Bridge, (Mid-Park at 74th Street) Central Park, Manhattan.",2003,2000s
439,Uptown Girls (2003),"Christies, 1230 Avenue of the Americas and West 49th Street, Manhattan.",2003,2000s
440,Up the Sandbox (1972),"Margaret's Apartment, 601 West 112th Street and Broadway, Manhattan.",1972,1970s
441,Up the Sandbox (1972),"Broadway and West 112th Street, Manhattan.",1972,1970s
442,Up the Sandbox (1972),"Riverside Park, Riverside Drive, Manhattan.",1972,1970s
443,Up the Sandbox (1972),"Statue of Liberty, Liberty Island, New York Harbor.",1972,1970s
444,Up the Down Staircase (1967),East 100th Street (btw East River Drive and 1st Avenue) Manhattan.,1967,1960s
445,Up the Down Staircase (1967),East 100th Street (btw East River Drive and 1st Avenue) Manhattan.,1967,1960s
446,Up the Down Staircase (1967),"East 100th Street and 1st Avenue, Manhattan.",1967,1960s
447,(Untitled) (2009),"Broadway and West 24th Street, Manhattan.",2009,2000s
448,(Untitled) (2009),"West 25th Street and 10th Avenue, Chelsea, Manhattan.",2009,2000s
449,(Untitled) (2009),"Art Gallery, 512 West 25th Street and 10th Avenue, Manhattan.",2009,2000s
450,U.S. Marshals (1998),1st Avenue (btw East 42nd and 45th Street) Manhattan.,1998,1990s
451,U.S. Marshals (1998),"Mark's Apartment, 45 Tudor City Place and East 43rd Street, Manhattan.",1998,1990s
452,U.S. Marshals (1998),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",1998,1990s
453,U.S. Marshals (1998),"60 East 42nd Street and Park Avenue, Manhattan.",1998,1990s
454,An Unmarried Woman (1978),"Spring Street and Wooster Street, Manhattan.",1978,1970s
455,An Unmarried Woman (1978),"140 Broadway and Liberty Street, Manhattan.",1978,1970s
456,An Unmarried Woman (1978),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1978,1970s
457,An Unmarried Woman (1978),"Erica's Apartment, 254 East 68th Street and 2nd Avenue, Manhattan.",1978,1970s
458,Unfaithfully Yours (1984),"West 43rd Street and 5th Avenue, Manhattan.",1984,1980s
459,Unfaithfully Yours (1984),"Private Detective Office, 200 5th Avenue and West 23rd Street, Manhattan.",1984,1980s
460,Unfaithfully Yours (1984),"Carnegie Hall, 881 7th Avenue and West 56th Street, Manhattan.",1984,1980s
461,Unfaithfully Yours (1984),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1984,1980s
462,Unfaithfully Yours (1984),"Claude Eastman's Apartment, 1009 Park Avenue and East 85th Street, Manhattan.",1984,1980s
463,Unfaithful (2002),"Paul Martel's Loft, 70 Mercer Street and Broome Street, Manhattan.",2002,2000s
464,Unfaithful (2002),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2002,2000s
